,DUKE-00650,DUKE-00651,DUKE-00652,DUKE-00653,DUKE-00654,DUKE-00655,DUKE-00656,DUKE-00657,DUKE-00658,DUKE-00659,DUKE-00660,DUKE-00661,DUKE-00662,DUKE-00663,DUKE-00664,DUKE-00665,DUKE-00666,DUKE-00667,DUKE-00668,DUKE-00669,DUKE-00670,DUKE-00671,DUKE-00672,DUKE-00673,DUKE-00674,DUKE-00675,DUKE-00676,DUKE-00677,DUKE-00678,DUKE-00679
"Isobar: fructose 1,6-diphosphate, glucose 1,6-diphosphate",15329.1,123255.4,7849.5,53030.6,32592.7,,,13904.1,8453,,49507,35175.1,9870.1,,2166.9,245678.1,204208.2,83161.4,28922.8,30585,71039.7,354797.1,23889.7,292876.9,31105.3,247144.6,62136.2,81416.1,30522.1,15671.5
ribulose/xylulose 5-phosphate,91490,178954.9,,184546.6,172243.8,10235,12827.6,147140.6,103847.1,,64527,125040.6,89997,28617,5762,262563.3,461660.1,243950.3,216604.5,222380.2,168385,675073.3,111500.8,480340.6,172601,640317.3,157898.1,426245.2,100029.9,69020.6
"Isobar: UDP-acetylglucosamine, UDP-acetylgalactosamine",211021.1,226628.2,388016.4,312101.9,333820.3,8888.9,4053.8,167167.3,158788.1,,1545364.1,58025.2,76010.7,7589.3,,70926.5,448442.2,159435.4,647735.4,407637,1322678.3,602656.1,21953.7,642759.9,793640.1,48559.1,355044.2,259869.4,222721.7,29099.6
isobutyrylcarnitine,76139.7,34692.4,498469.5,100466.9,370348.5,56885.6,30238,46813.3,132843.9,31998.9,1890483.6,188252.6,31871.1,53984.3,85615.4,286065.4,317657.6,711805.3,399854.1,81917.9,348424.1,20712.9,1652286.5,283590.9,38352.2,514924.2,783194.4,15699.8,933134.9,253230.2
isoleucine,6583707.5,8438222,7707374.5,6084544,6077957,1978685.8,1060253.8,2306915.5,3954633.8,1866103.3,7709552.5,2038553.9,4089514.8,2384208.5,2038228,3486753.8,7505888.5,3809368,6472834,4472868,3406061,4993494,7328593,4076134.3,10724242,6787352.5,4913226,7177160.5,5015172,4397278.5
isoleucylalanine,22696.7,47697.9,42200.3,41287.6,41541.4,15654.3,,37795.1,18031.4,,39485,19487.4,,10246.5,,53365.5,38076.4,26814.3,43691.3,20080,12263.4,26708.6,42855.6,18705.5,79882.7,31126.9,22397.5,25565.6,22618.1,15849.7
isoleucylglutamate,26448.7,32957,19383.8,41570.6,,,,12372.4,8918.7,,10319.1,,,,,9763.4,10068.6,13448.1,23381.6,12204.7,,12877.8,12169.3,7522.9,57662.6,13465.2,15078,18172.2,,
isoleucylglutamine,26715.5,69465.9,22397.7,59157.6,67221.3,14810.9,6242.9,,16779.6,9922.4,36057.1,7838.6,13592.2,,12458.4,29125.3,33302.3,14035.1,51598.9,21174.7,8263.6,27385.1,43325.8,25872.8,238319.5,35740.8,25416.2,17911.3,13031.5,
isoleucylserine,61459.8,91453.9,51093.8,57789.9,28300.8,12334.3,,14210.2,23441.4,7326.6,30118.8,17681.9,19765.4,,,26148.4,60571.9,33968,67082.2,38211.5,31632.5,54744.6,44248.9,20889,107767.4,38247.7,48277.5,26008.8,56194.5,17861.4
isovalerylcarnitine,112888.1,21567.4,1009769.3,241707,1106903.4,101028.9,36694.5,25156.2,57921.1,44710.1,4591256,136908.8,25392,58703.1,97134.7,232143.7,437370.7,1018446.6,120016,59272.3,160714.3,,375510.5,6817080,331948.3,154384.9,740905.5,13915.1,2154808.8,139426.1
kynurenine,113406.2,242235.4,604797.2,142087.8,131002.3,43591.8,70479.6,62434.1,166423,21984.9,1122844.8,184874.3,228377.8,95936.5,37868.5,47914.7,1023426.1,431399.3,135352.2,138215,104233.6,646999.8,252277.7,475479.1,285346.7,857415.4,353229.3,707319.4,404034.4,95557.5
lactate,412419712,435368224,346487392,460188256,320432576,55299600,31879424,82658120,329262336,78077168,427373504,93253704,289355232,70162296,119836104,113864160,294468448,270642048,528871744,225546208,341549056,263400416,302663872,376989664,533171584,296809664,447241344,377240320,277337792,170021536
lathosterol,,,,54959,,,11748,,26711,,27862,,,,,,,,43221,26678.2,355129.2,,31135.7,100833.6,48776.4,,,28475.2,184544.7,
laurate (12:0),770795.1,549806.8,618988.6,343812.2,579496.9,1096851.5,1691859.4,1094293.1,599099.4,1583272.4,370867.3,1303375,682709.6,1487313.6,845718.9,1315581.5,496061.4,825136.9,352018.3,676847.8,337086.9,378290.1,641386.8,714202.9,392425.1,534026.4,366018,436298.4,466084.3,680636.5
leucine,10738558,14928752,12789489,11004616,12627465,3706180.8,1993100.6,4785832.5,6728475.5,3440553.3,13850544,3811896.5,7662846,4059464.3,3072775.3,6965482,13089990,6238583.5,13143973,9467719,6517955,9148697,14560615,6951198.5,19878042,12210042,9559919,10822513,9844996,9228153
leucylalanine,29073.9,43542.2,45842,51028.6,64818.4,,,18402.8,18120.6,,22380.2,10219,,,,47626.5,48186,19607.6,43944.9,23353.3,,18050.6,53402.3,35916.7,117654.8,20847.7,,18606.8,15608.9,
leucylglutamate,23663.9,61304.9,28428.7,57724.3,44697.3,,,13710.5,16231.8,,28555.7,12400.7,13932.3,,6468.7,38232.3,29038.9,13507.7,40967.1,21946.8,10109.8,25127,40933.3,14251.8,136047.6,20388,18913.7,26198.2,21073.3,17651.4
leucylglycine,28516,62788.7,24422.5,39682.4,52756.1,,11245.3,25360.6,19745.9,,29218.7,12228.1,9237.9,,11080.3,48991.6,24496.8,31855.1,67644.9,29866.1,29935.3,22151.8,51591.4,27806.1,176599.3,26682.4,14031.4,23094,29181.7,19006.8
leucylserine,18926.1,53627.8,,15829.8,,,,3448.9,7327.5,,21757.8,7084.3,,,,11702.6,11921.4,9307.2,,4035.6,6379.3,18900.1,14167.2,,35667.1,10534.8,12173.3,7371.2,7403.9,
lidocaine,123256.8,75278.5,1613470.6,129625,2215313.8,29675.6,252094.6,5939318.5,53200.1,219897,81329.4,326005.5,102615.6,414720.5,86246.1,701789.7,723495.6,327967.3,386434.7,55530.3,55494.8,12626034,531791.3,88981.7,118296.3,174370.8,2627268.5,475597.4,28704762,501780.2
linoleate (18:2n6),26318850,6679183,12651085,9657668,10316462,14549282,5993692.5,4746382,9892265,9689020,9846987,8060096,9265602,9300165,8234561,8742185,10730125,8637600,8743736,7575055.5,4182813.5,7346114.5,10379367,4328979,17850354,14838501,4835759,7118662.5,8961674,8416993
linolenate [alpha or gamma; (18:3n3 or 6)],1469969.4,371527.9,674689.3,359243.2,428034.6,1142576.6,474529.3,138162.2,515183,427895.2,513706.4,353155.3,504171.3,621027,408009.6,548900.8,1728788.3,406706,512755.1,432321.2,131607.3,547532.3,780351,385648.5,2370382.5,997467.4,230629.4,316609.3,782730.7,407970.6
lysine,345893.5,714383.4,467228.9,502332.1,637747.5,212887.9,138779,308426.2,197057.7,222664.8,441436.6,238718.3,423485.5,219581.2,191607.9,398765.7,521322.1,323789.2,566809.4,373779.3,246957.1,245503.2,596499.4,399693.6,666605.7,413991.2,459992.2,353802.2,445008.5,387478.4
malate,689167.8,1538045,3214237.3,1623636.8,2480651,130519,126973.1,1130101.9,1015851,106112.1,3134762.3,764265.6,690101.9,87290.9,300706.6,1170287,1992588.4,1864890.1,2326725,1352490,3364152.3,2831697.5,2374154,3722476,1743261.5,2213231.5,2865547.3,1119367.3,3082820.5,825469.4
malonylcarnitine,29233,37465.4,280524.6,38039.1,72443.7,,,193029.1,36812.2,,,,15241.8,,7731,16158,8079.2,15311.8,31341.4,104839,127214.2,34133.7,28517.5,27109.3,,23985.5,37393.4,63102.7,18517.5,43844
maltopentaose,16360.3,38015,,10246.3,,,,10403.1,,,15628.7,10658.5,6804.6,,,3501,15725.2,7342.3,21016.6,13311.1,,8283,10171.5,20078.7,33500.2,22255.5,7825.4,14713.7,53264.3,15811
maltose,1047759.3,1720183,257103,860156.8,557441.4,309642.8,73479,319433.4,258887,163494.3,693395.4,217096,281401.5,141940,109112,823248.7,1048104.1,632539.9,7654501,994969.4,386568,797517.1,1061828.3,1655048.9,4086430.3,790722,465751.7,925834.7,4396685,442162
maltotetraose,136218.4,279259.4,23439.9,110849.3,62915.8,44914.2,14458.6,104409.9,49087.2,24096.6,147251,111263.1,88056.9,17012.1,9209.1,82097.3,217817.5,79107.3,177637.6,184320.7,31870.3,70107.6,110901,258525.7,223098.1,194497.4,52404.1,192423.4,603689.3,170730.4
maltotriose,671699,1798065.6,298476,924743.9,422995,349917,66125,585999,315118,267296,1527095.4,515896.7,461246,64765,131171,558971.3,2033963.5,519977,4480762.5,1445433.6,271931,1161898,993909.3,2886897.5,2902085.8,1138356,356114,1396444,7052053,675781.9
mannitol,80677.2,795362.4,171237,523319.1,163320.3,109978.8,32240,88414.4,124893.4,32988,471037.1,427970.2,100615.9,348409.5,235071.6,86453,103848,,195200,417691.4,589432.1,122217.9,113572.5,78525,,95333,89087,141498.8,65877,33339.1
mannose,583595,839020,349901,1190940.3,572453,1082254.5,1131836,392548,1352797.5,695875,229240.3,513137,1716070.3,959992.8,657611.9,1186216.3,2383595.5,272493,676170,3649026.5,815850.9,4682759.5,564835,979138.3,487340,3380687.8,726749.7,1974892.1,1259706.3,1030750.6
mannose 6-phosphate,,92413,46682,89889,177142,,18649,31280,38916.9,,116214,,66167,,,306588,731341.3,73583,127069,122713,255427,752915.1,97057,225851,53188,1498912.5,153023,241294.4,31375,55918
margarate (17:0),645756.3,318323.7,871546.4,489719.7,403848.2,586043.3,266647,213730.5,331400.5,442693.1,488539.2,279119,489935.1,356530.7,309821.2,388303.9,386601.1,470847.3,386106,312898.5,302062.3,364301.8,370539.5,266812.4,545686.5,479564.2,241496.8,380266.1,517606.9,417229
mead acid (20:3n9),,820277.9,,1157691.8,,,24620.2,82731,,87430.6,,362997.3,112003.1,58766.5,535246.8,284981.9,1150209.1,,1663157.5,,316191,,455709.9,915462.1,,,1761460.6,314382.8,689646.1,
methionine,1661745.6,2444719.8,1909970.9,1881366.1,2445768.3,586968.6,373102.6,896967.5,1100890.1,583926.4,1811887.1,682141.6,1189125.3,609763.6,566053.6,1323789,2497536.8,1239796.6,1909801,1624573.3,983435.6,1559405.1,2444737,1155571.6,3288362.3,2636333.5,1533298.8,1828987.8,1625283.5,1687207
methionylthreonine,4436.8,3562.7,,3981.1,5643.3,,,,,,3713.7,,,,,1891.4,3269.3,,3110.9,,,2132.8,4008.1,,12100.4,,,2018.3,,
methionylvaline,,20412.2,27725,28161.5,36310.5,,,,,,,8263.1,,,,51549.4,,26681,69050,8138.9,11317.4,,15083,25247.1,46289.9,,,,27492.8,14742.3
methyl-4-hydroxybenzoate,,,,,92829,,46210,142155,,,,136619,38913,30285,,121220.1,,52013.5,,,,155945,60369.9,73939.8,,,,,1684460.9,
methyl-alpha-glucopyranoside,324837.6,1050616.1,85590.9,770447,387038.3,,,139299.4,142798,,106192.6,63159.1,30491.9,,,158917,102259.7,172763.2,850630.4,63321.9,753650.2,240913.1,163428.4,70526.5,727558.7,254361.7,797744.3,162448.2,200248.3,35543.5
methylphosphate,8824552,14376400,26967984,18040130,16582059,1675934.6,1091105.8,5189823,9423314,1698543.8,28718902,2827110.5,9482331,1013542.1,3897927.3,9585184,48167316,27321212,16699212,12361133,41308228,61960244,11313937,5466386.5,22537260,22539858,29795236,18666810,39870320,10194400
myo-inositol,57944868,107900832,80013264,100053584,54643936,11608457,12237757,64390128,32763154,32071752,155995360,19129630,141245104,9760883,30361796,118084432,148378688,69338432,56674576,93808312,156950880,111954160,62847492,160329152,221374640,119187784,67712584,102698616,100768080,61314112
myristate (14:0),4202451,2680677.3,2662668,1326822.9,1815294.3,3461602.3,2445032.5,1701096,2047044.4,2625981.5,1393570.6,2066501.1,2173369,2728417.8,1887556.4,2229332.5,1749161.8,1728962,1863787.8,1707672.5,1318708.6,1653695.3,1979606.6,1622562.5,2017368.9,1833608.1,1609621.8,1703874.9,1707147.5,1754955.4
myristoleate (14:1n5),619642.2,193410.3,171309.6,83499.4,127598.6,345490.7,183930.3,110301.4,83729.6,169524.1,107410.7,159225.2,127070.5,206724,127469.1,221709.6,139536.9,188264.3,98850.8,149503.7,62939.2,97111.3,184204.9,177112.2,254396.3,130382.8,129405.1,97446,165660.6,97477.5
N-acetyl-aspartyl-glutamate (NAAG),33408.2,116556.5,84985.8,62207.7,276073.6,,,18187.8,100281,3405.5,57133.1,18370.9,,,,111250,293508.6,987656.3,1791832.9,100681.6,25076.6,847187.8,49553.1,87304.1,344548.6,103180.6,25755.8,26207.3,17307.4,
N-acetylalanine,47354.3,37339.7,47446.4,41258.8,37352.6,5356,3275.7,21471,22622.7,5653.4,74864.4,18967.2,15000.1,5223.8,21127.3,15725.7,53266.8,27256.8,25189.3,24037.4,27830.9,47923.7,33059.5,35554.5,65192.5,78331.7,38588.1,37722.3,44281.1,18827.5
N-acetylaspartate (NAA),145749.6,365024.7,352445.7,145392.2,704865.9,6149.3,9378.4,77337.7,343326.7,9007.7,68226,50838.7,78170.1,,12787.2,92615.6,400967.7,983648.1,4116582.3,174232.8,15536.9,1647728.8,199024.7,154222.3,988450.9,597593.3,107581.1,98045.2,55036.1,46926.9
N-acetylglucosamine 6-phosphate,46629.2,94295.3,67461.9,72868.5,41276.7,9246.2,11277.8,34603,40322.8,25718.8,52589.9,37622,34448.7,8065.4,25034,60855.6,43033.4,32476,50770.2,46487.3,40349,20460.7,48909.9,34099.9,50389.8,173809.2,29165.1,58330.8,50410.4,81287.3
N-acetylglycine,,144236.8,82600,295847.5,74464.9,,,,234768.2,,68435,,80477,,,43654,98063.4,,177127.3,97842.5,47092,87273,,,130205,79219.5,227764.3,171837.7,56609,184715.8
N-acetylmethionine,86369.9,160798.2,120880,120838,111382.6,7604,4362.3,147257.7,48039.2,17904.2,196837.3,28842.1,31171.1,5968.6,20487.8,92081,165249.4,72718,156556.6,105307.9,68552.7,160498.1,134620,88526,139235.7,279628.4,144032.9,122441.6,189983.8,95195.1
N-acetylneuraminate,414950,442288.1,1554043.5,664984.9,481066.7,66371,46120,440073.9,282617,261831.5,32176,90483,294248,67408,125547,443888,494437,182447,5218741.5,505185.1,333387,931658.6,487064,843208.3,1569818.8,487895,411084,728454.9,557371.5,409897.3
N-acetylornithine,35738.4,45036.2,21609.2,34523.3,59661.7,,,49284.8,113694.2,36784.9,8787.5,37258.5,35995.8,63774.1,27849.2,28129.1,69498.1,57519.5,159968.7,69260.5,47699,,69143.9,47858.6,70776.7,59249.5,49907.4,21111.4,52012.8,62339.9
N-acetylserine,115271.4,57817,76996.9,62777.4,69607.8,31548,32418.5,37823.6,37335.4,18680.3,162633.5,62390.3,49998.4,26539.7,28635.8,43678.4,216336.2,76370.4,62026.5,57981.9,78357.2,127972.6,78363,46276.4,134031.6,154051.8,73625,112406,104216.7,59039
N-acetylthreonine,64271.4,67615.6,62434.4,53252.8,55960.8,7798.6,3379.3,15110.7,26827.4,7958.6,80458.4,33108.4,19885.8,9911,45520.2,25574.5,71037.7,40859,34806.3,35315.5,20821.3,42790.5,46781.4,29261.9,67318.3,82478.3,51881,63530.3,33787.9,31840.4
N-ethylglycinexylidide,,,223391.2,,15213.9,,34569.6,27462.9,,,,,,,,34971.4,123971,38559.3,159377.9,,,257414.9,30252,,,,102543.3,49449.8,911760.4,55083.7
N-formylmethionine,24851.4,19610.9,10825.6,14243.1,12971.2,,3832.8,8117.7,10895.2,3662.6,22786.8,13786.4,6770.3,4810.2,27988.5,3773.6,33153,13919,18100.3,7991.9,9094,16330,13151.2,13866.2,35336.4,16261.9,15079.5,39169.7,10786.5,9262
1-methyladenosine,59491.8,66885.4,50524.7,52706.7,69405.5,21532.1,17464,30537.2,48458.6,19473.1,74244.9,42272.1,45907.3,18447.6,25557.3,32662,69709.8,38520.6,56633.7,49954.9,52094.4,53282.9,79115.4,46360.5,75399.6,91097.1,56532.7,30086.9,36254.7,34245.4
N1-methylguanosine,23706.8,43445.2,14665.3,20602.8,13740.5,,,,,14822.8,26076.3,21611.1,18542.2,5271.1,6789.3,9874.3,20099.2,13274.7,23932.2,,13064.2,13873.6,35983.4,,29234.4,39848.1,21250.5,30824.6,23832.7,21990.8
N6-acetyllysine,71306.4,97903.9,111325.3,126971.9,123371.4,19347.4,12660.5,28895.8,61950.2,14399.9,97595,38985,66537,24745.2,23324.1,80500.8,127192.6,46469.4,78946.4,45851,39580.2,67040.7,104490.2,64388.7,155226.5,119033.9,90169.4,90428.1,88854.4,58501.5
nicotinamide,772797.4,718108.4,1313623.5,948909.9,557186.6,119431.6,223931.1,515358.7,612094.3,233921,2507787.3,478882.4,640983.6,157837.5,474717.4,450360,1140916.3,689883.2,1046538.4,909153.1,582230,1029514.6,462708.4,1276518.9,2300069.3,1155748.8,1009225.5,1184880.4,555885.3,676360.1
nicotinamide adenine dinucleotide (NAD+),711574.8,195828.6,718186.8,1167424.6,1556250,80809.9,24665.9,431162.1,77216.8,12651.7,703121.9,161264.5,25123.6,14010.9,25403.2,63886.5,12365.5,1882308.6,1404885.4,60352.8,1746244.3,127384.8,43678.9,957240,1678731.5,9610.5,50741.9,58317.9,272647.9,38708.7
nicotinamide adenine dinucleotide reduced (NADH),43413.6,68803.5,8328.1,139291.6,104886.7,1944.8,2067.5,54993.2,33312.9,,16800.9,93884.8,14928.4,,,13275.1,5682.3,306090.9,19761.8,28131.9,115313.4,35677.3,13832.5,159181.5,24368.8,1598.3,30732.3,34112.8,36408.1,6565.2
nicotinamide ribonucleotide (NMN),26451.8,25318.5,30899.4,84875.3,62271.7,14201.4,,16202.6,,,,67172.6,,,39538.9,,,53555.3,31869.9,,,,,6872.7,27569.5,,,16135.5,14118.5,11683.1
nonadecanoate (19:0),128720.1,64144.5,168173,126071.3,90701,60947.1,41237.9,54235.4,82076.3,41159.9,49122.9,42249.9,69295.6,53061.7,76308,79400.7,51710.4,167802.4,41336.4,64814.3,122956.2,36803.2,94747,30156.6,103354.6,54072.5,26866.9,71993.1,86358.3,75917.5
oleate (18:1n9),7457128.5,3389638,4401092.5,3226776.8,3794213.3,3744191.5,889611.8,1999224.3,2306098.5,2242275,2843332.3,4075820.5,1735260,2319620.8,2044566.8,4234117,5280094,3548073.5,3882631.8,2888148.3,1334419.4,2095793.4,4749599,3410145.5,11176917,4087956,1705058.6,2516654.3,4497393.5,1494565.6
oleoylcarnitine,1342119.9,3018827.5,79550.6,1924051.3,943893.1,140058.2,180094,1059140.5,462439.5,629312.5,6742946.5,1127311.6,3493914,314056.4,1290923.1,2675502.5,642590.8,4015669.8,347751.5,626451.3,927854.3,122644.5,1864635.3,1879483.3,324966.2,289816.2,1216252.6,549962.4,260250.9,1149144.5
ophthalmate,286204.1,451305.1,19614.3,93053.2,861378.3,47360.8,105759.4,153937.2,354410.4,35479.2,399636.4,18188.4,300890.1,37138.9,49274.1,151421.3,272200.5,545545.8,410354.9,122952.2,347299.5,447496.2,202571.1,120094.5,586281.8,729806.9,219299.2,807541.6,47785.3,152195.1
ornithine,354122.1,743218.6,231028.5,218030.5,818514.4,456406.8,100035.5,314320.2,297085,196418.5,124370.3,394703.7,301054,381890.5,116252,135961.7,790218.6,231277.8,594073.9,422781.7,234876,154225.9,405897.3,302561,364400.1,514349.1,651975.7,455155.2,648988.1,384935.3
4-acetamidophenylglucuronide,24151.3,,7579.1,,,,,,,,,163030,85176.8,,4882.8,,,,,,,,11333.4,,,14068,,,,7080.7
p-cresol sulfate,201434.4,87823.9,202822.7,264583.5,111295.8,263994,130226,60789.6,63870.3,453613.6,49313.8,391981.4,905750.6,334588.9,223727.2,214381.1,106981.9,234228,246155.8,190404.3,137387.2,23394.4,118759.6,414968.9,98794.3,101280.9,266332.6,51763.6,5694.4,40458.8
palmitate (16:0),20452494,12296996,24586786,12091997,15466143,24811526,12714535,11514579,15412954,19191780,14753129,13597399,17860528,14741231,11546511,17547928,13950696,12687236,17767246,13401547,10286730,14486744,18621810,12434840,14007100,16041684,15152808,15244385,14713961,14348675
palmitoleate (16:1n7),19266564,4568301,4140804.8,2455301.8,3508579.8,5789112.5,1988152.3,1392981.8,1958272.6,2561536.8,2339904,2709131,3148119.8,2603710.5,1590434.9,3489750.8,4220628.5,2718035.5,3867459,2365137,909806.1,1783102.1,4584091,2792536.3,10290239,3754016.5,2792432.3,2182283,3807541.3,1609940.5
palmitoyl sphingomyelin (d18:1/16:0),2935703.5,3192835.8,10029159,3149655.5,4159808.5,1730970.5,1462193.3,6962131.5,5186056,2936332.8,3147311.5,22865368,2330837.5,1610364,1685470,13324859,7281210.5,8284423,11735648,7722258,4150146.3,6083437,5640638,8140132.5,3381442,9813208,2813102.5,4337677,4791261,2711720.5
palmitoylcarnitine,1283776.9,2626509.3,72063,2324391,504427.2,182579.8,316335.4,212151.8,282301.2,392913.4,6849817.5,1145608.4,4303644,301801.8,850905.6,1886777,528905.3,2080031.8,463840.8,576162.3,813565.9,184553.1,2718452.8,1616327.1,250450.1,250979.6,3162391.8,591698.8,223008.5,990204
pantothenate,228728.4,286755.1,462440.1,294621.4,148120.4,14082.8,39060.6,128699.9,916530.5,32874,197828.6,894291.2,333957.1,62400.9,144478.2,123426.2,136651.2,285804.4,426432.4,734666.5,439243.3,160277.4,171845.9,1024437.3,597208.7,252474.6,260427.2,169230.3,156578,83671.7
paraxanthine,118574.5,44407.3,,198146.9,96698.9,172538.6,22867.6,109655,21354,53977.3,25147.2,,237674.4,82165.6,52253.6,,29659.3,15460.5,104650,69107.8,51567.3,,87161.7,75911,45444.6,75630.4,38831.9,47673.4,37175.9,104614.1
pelargonate (9:0),70647,77564.2,102125.8,68180.6,87451.5,75432.2,467623.3,230614.8,82794.6,406152.9,66964.8,326402.5,90490.7,243661.6,168971,241057.1,83998.4,122411.4,53905.6,126009,77271,62883.1,102003.3,168440.9,67350.5,78376.2,60536.5,59209.9,71961.3,127048.2
