,DUKE-00650,DUKE-00651,DUKE-00652,DUKE-00653,DUKE-00654,DUKE-00655,DUKE-00656,DUKE-00657,DUKE-00658,DUKE-00659,DUKE-00660,DUKE-00661,DUKE-00662,DUKE-00663,DUKE-00664,DUKE-00665,DUKE-00666,DUKE-00667,DUKE-00668,DUKE-00669,DUKE-00670,DUKE-00671,DUKE-00672,DUKE-00673,DUKE-00674,DUKE-00675,DUKE-00676,DUKE-00677,DUKE-00678,DUKE-00679
pentadecanoate (15:0),711405,360405.7,564190.6,355237.2,434831.4,520905.7,440066.6,402304.7,463784.4,533532.7,403736.3,364546.9,477826.1,507740.3,341670.1,492417.8,379589.4,394077,447502.3,391786,462640.3,399759.1,360342.7,397327.1,305574.6,317597.8,388940.9,394653.7,374112.2,444513.9
pentaethylene glycol,102450.1,227870.4,147446.8,239676.7,273001.8,91314.7,479165.1,347639.4,245347.8,365186.3,223750.9,308806,168356.3,351298.4,202577.9,397390.7,370526.9,447174.3,168551,415483.2,641264,468517.7,178414.4,461432.9,408099.4,330143.5,248507.4,317685.6,329886.1,298087.4
phenol sulfate,42504.9,65062.4,142325.5,21941.3,56795.6,52688.5,106620.6,16217.4,32342.7,46645.4,16780.3,300753.7,24344.2,88293.6,23339.6,5702,23491.9,109859.9,23524.2,23816.1,49249.5,15489.8,16275.7,130043.3,68375.4,44155.2,20578.8,25358.4,149667.6,25011.7
phenolphthalein beta-D-glucuronide,,,,,,,,,,,,20235.8,,,,,,,,,,,,,,,,,,
phenylacetylglutamine,35801.6,9308.4,18492.6,30611.8,16218.4,60247.1,10210.7,10774.6,37144.9,45687.1,6480.4,129704.4,112963.7,33898.8,82264.7,29892.7,13356.1,29939.9,24752.3,21109.7,11787.4,3373.1,17934.6,51822.4,14861.8,20573,45786.3,5984.6,8329.7,11702
phenylalanine,7982356,10921580,9046815,8523704,11942330,3498830.3,1736041.8,3945913,5534125.5,3034832.8,8963309,2820572.8,6401312.5,3537400.8,2733624.8,5958704.5,11156860,5289113,11561557,8423482,4972285.5,6549421.5,11125962,4633472,14804332,8675211,7339916.5,9092577,7950864.5,8538785
phenylalanylserine,5211.6,22145.4,,14969.3,19978.4,,,3261,,,6211.7,3987.9,,,,13832.8,7220.6,6440.3,14865.1,3851.7,2704.1,6809,17133.7,4253.2,56040.6,4035.5,3777,3054.5,3632.9,
phenyllactate (PLA),24242,38003.2,15465.3,14404.9,11389.5,,,,3625.8,,26664.5,23757.9,,,4473.8,2958.1,12553.8,,,,,5314.2,8437.8,11194.3,4888.7,15411.9,7745.8,11335.5,10325.8,6059.6
phenylpyruvate,5627.8,21719.1,2795.6,6919.5,4337,,,,2688.7,,50637.4,,,,,,21353.1,,,,,4600.4,4268.5,,,40400.5,12271.6,12695.8,2235.5,5613.1
phosphate,314818528,364721344,501908320,173463792,371423552,136752720,77115792,250867968,264127840,129478016,553467456,218403568,215191696,79100664,113402112,288619424,477451424,412332544,276500000,329828832,298516800,422040832,314006176,472882304,292664896,444213440,362658752,311860256,405656416,203996416
phosphoethanolamine,372478.2,555598.7,281974.3,500596.6,393046,26081,68196.4,521471.2,345306.3,74972.2,950090.4,410300.4,358307.7,26368.4,51033.4,394524.7,504752.5,575174.3,362939.6,418467.9,503726.3,488963.8,469492.3,302601.1,228523.4,567205.3,439224.3,471105.8,124587.7,270169.9
phytosphingosine,27873.5,892772.4,28920.4,73388.8,29819.9,20271.3,32793.4,39900.9,36628.3,39186.9,27690.4,83837.6,73726.9,62330.1,33635.4,,35685.8,280628,37382.8,55315.4,81808.3,22815.1,169036.7,,16439.9,34140.9,88406.6,46922,34640.4,47138.1
pipecolate,82949.9,,55480.6,,39700.4,56449.9,33991.1,22004.1,61701.1,27741,57024,38661.9,66090.9,39382.1,32502.1,37649.3,65043.7,19767.4,103941.3,146340.2,39145.6,98141,91885.6,131380.5,113814,106721.7,57448.8,40298.5,71040.6,83056.5
piperine,127809.4,,86017.3,69179.9,147320,270027.7,54740.2,37759.3,67727.5,125287.7,147823.8,63036.7,110786.2,26463.1,637504.3,,184391.9,36201,103442.7,144925.8,191649.4,111782.5,245876.5,21227.8,79229,109792.2,84116.6,144304.8,104929.4,159477.6
pregn steroid monosulfate*,5183,7018.3,,3395,3865.9,3705.1,10684.7,,2867.4,5974.1,10026.7,,,20898.7,18859.2,4528.6,7466.6,3346.8,4209.6,4411.3,4426.8,,4083.9,,4979.7,7344.7,,7057.5,10460.2,15269
pregnanediol-3-glucuronide,,5879.4,,,,,17534.6,,,,,,,,6717.6,,,,,,,14280.9,4179,,,3272.2,,,,
pro-hydroxy-pro,417698.6,545549.7,268267.6,244644.5,207201.8,77502.2,52320.6,83346,127213.1,136129.4,50031.9,174345.9,233153.6,76357.9,55767.6,59814.5,109613.3,279690.1,89743.7,140485.2,26746.1,142202.2,366541.8,89403.3,322040.1,132622.1,218956.7,235014.4,127794.1,211917.3
proline,6254745,7537538.5,7913652.5,6164720.5,6966236.5,1627939.5,1256783.9,3387306,2844406.5,1569137.1,7237009.5,2691639.5,3776756.3,2231402.8,1643401.6,2647177.3,6305445,3432622,5654501,4930120,3099656.3,3412648.8,6749048.5,4843223.5,11693961,6579632,6607779,5064783,4819865.5,4379046.5
propionylcarnitine,1688355.3,125129.3,490265.8,187663.2,507498.1,130143.1,74058.6,627903.5,368917.6,70171.8,548035.4,386351,179150.7,112118,142907.3,247272.4,905073.9,311526,1429437.6,608116.2,878966.4,150559.8,547351.9,408790.5,1317745.5,673945.2,841695.4,173494.3,1323173.8,306346.4
pseudoephedrine,,,,,,,,,,,,,,,,,,281269.5,,,,,98361,,,,,,,
pseudouridine,36899.3,41617.1,30001.2,46571.3,34681.9,30217.2,30676.9,31211.1,46243.4,31460.4,42960.8,64218.8,56363.3,38619.9,25361.8,28661.8,39336.1,34439.8,29873.7,41297.3,26652.9,26659.6,52195.6,55916.8,38208.8,44806.8,33981.8,41131.9,39308.3,36784.5
putrescine,184565.9,682164.6,896258.6,175872.8,423366.1,,,96933,80119.3,,1156964.6,296190.2,84021,,,56040,854279.1,311020.4,1112084.6,96490.4,3077156,134428,212796.2,343904,3007577.3,150002.4,1631868.3,156909.6,210406,66589
pyridoxate,4388.7,,,,,2569.1,7009,1493.8,9416,,,35325.3,9877,13371.9,3205.8,,2005.1,,,6018.6,,4930.3,,6396,,,,,,1118.9
pyroglutamine*,32022.5,100686.9,61464.7,99447.6,421736.4,22509.2,132838.5,118884,89364.6,38089.7,184827.9,95985.3,123635.5,82946.4,27081.4,51314.9,65757.5,156018.6,118685.4,89326.3,33846.8,38483.7,30921.2,203750.1,212188.8,30064.2,52897.6,126505.1,81476.6,118003.1
pyrophosphate (PPi),,,,,,,,,55114.8,,,,,,,,,69847.7,1110914.4,,1380855,1602061.9,,,,83494,197583.8,,,
quebrachitol,,126783.4,,,57574,215855.5,169481,65001,66895.1,75492,,,209296.4,262168.4,,108047.6,,290047.5,405174.6,177280.4,142922.1,89214.6,,,,,,91488,62743,76999
ranitidine,,,,,,,158829.5,,,,,,,,,,,,,,,,,393862.9,,,,,,
ribitol,170352.3,222822.8,107099,215293.6,161422.1,,,43070.3,53967.3,,289439.6,,100744.9,,,82158,166848.5,91939,193283.7,,128050.2,352050.3,131195,155798,405658.7,251796.5,178064.8,220634.3,93686,
ribose,115701.6,394100.3,129229.1,201842.5,168206.8,88820,48518.5,59479,70178.7,26006.2,131209.9,21889,117594.4,101113,99843.5,125450.8,568340.4,168709.1,2004535.3,208399,222459.4,825253.7,234121.5,75593,705088.7,805946.6,280281.5,705998.3,448131.6,62627
ribulose,,38041,5299,27541,25148,,3141,17691,11332,,16985,,13042,15118,,36194,95470,18074,114962,33382,32237.4,181533,43407,36985,119856,129928,23501,66481,57150,22535
S-adenosylhomocysteine (SAH),94835.9,132418.2,102382.5,133605.3,137104.1,7713,7501,83710.6,78924.4,11815.2,150067.3,64732,85774.9,4877.1,18444.9,61349.1,129277.9,98996.9,168201.2,79526.6,116119.2,81202.1,82813.9,36853.8,114171.9,104006,118856.8,152864.4,106862.5,67207.8
S-lactoylglutathione,,,,,,,,13872.9,32845.9,,,,,,,30746.2,31135.7,30341,,,15207.1,64537.8,7162.3,,,9751,,,,2601.2
S-methylcysteine,116392.1,81695.3,77476.7,142866.6,205222.4,37300,,30045,153615.3,,194020,82473.4,118914,,,60927.8,186379.6,94509.1,505012.7,198884.4,173130.8,141810,163345.7,67704.9,293856.3,292977.6,395614.5,263537.6,140822.5,120470.3
S-methylglutathione,,,,,4968.7,,,4041.4,,,8004.3,,,,,,,4517.3,7779.1,,74847.5,4761,6398.9,,14517.2,,,7141.2,,5955.4
scyllo-inositol,2474458.8,3382936.5,2429632,2319262.5,2408468.5,328356.9,474754,4385463.5,1863868,906029,6083468,1239616,1906934.8,362082.6,1059736.3,764199.6,1656692.4,7802912,5945553,2216509.8,17580768,2494372,1026961.9,7461933,14488620,4227915,1542526.9,5057314,2409933,4298638
sebacate (decanedioate),,4515.2,,1367,,,,2356.9,,6793.3,,2463.6,,5311.3,,,,2036.4,,,,6111.4,,,,,,,2249.9,
sedoheptulose-7-phosphate,,18234,3464,6605,13149,,,,14302,,,5917,,,,,111971.1,13077,,23619.1,25559,67457,,8261,,125081.7,24121,42732,,13112.8
serine,15302655,33360680,30348224,36084944,41337108,4819647.5,1354620.6,7881011,15184759,6096167.5,27144298,5750858,13511706,2956546.5,4692138,17523270,41524628,16288727,42760856,28371856,21390362,20019348,32089624,9115212,44846672,28154020,41571268,30223592,32955116,22948506
serylleucine,54360.5,160948.1,55227.6,113699,126895.1,,,24924.3,32682.3,,63118.8,34540.6,20387.6,,,55198.6,61845.1,31359.1,151054,54311.8,18813.8,51688,111419.6,29621.1,356036.8,36143.5,37911.2,30837.6,35125,19000
serylphenyalanine,45774.1,68208.4,38755.9,70730.7,104718.3,,,22100,25514.6,,70857.6,22772.4,34654.3,,10189.2,34525.4,45904.8,25741.2,219155.3,40006,38213.6,46962.3,86590.8,39808.4,137363.5,23023,35774.1,38713.9,42843.9,19903.1
sorbitol,65743,115431.3,48538.3,375890.1,647135.4,,15936,51413,53237,94007,473144.6,49277,165103,,127855.7,94451,182859.8,103196.8,357020.2,338968.1,780502.3,283581.7,68612,153541,84720,178517.2,51124.5,90471,89654.4,
spermidine,96488.3,183304.7,322607.2,111902.9,134117.2,41501.7,57037.4,81838.9,88735.2,35948.6,177294.5,45668.4,86358.6,58623,59367.6,51785.9,239445.4,101228,187448.5,115796.9,275998.4,216796.3,77549.8,120435.7,332837.8,190402.5,236214.4,88144.6,185195.2,77436.8
sphinganine,89519.7,576517.6,,93214,87208.9,55703.7,45083.2,92722.1,67373.2,64512.9,66151.7,248868.8,104306.5,67169.8,120430.7,105580,60929.3,179983,150197.4,92199.7,219603.8,55552.4,1557546.4,207799,58706.3,50648.7,137779.6,110963.3,69270.9,123613
sphingosine,431356,1347916.9,24140.3,319270.1,170585.4,83503.4,,207617.9,150148.8,53612.1,201502.3,992006.1,240125,87150.4,125317.5,345114.9,255517.5,796691.8,507566.7,356408.6,660267.5,143667.5,2469108.3,798338.3,291479.5,245288,655693.9,514335.6,115178.9,236241.5
stachydrine,498520.6,80651.5,266057.3,68503,1081856.8,28863,196605,607783.8,2609584.3,85933.4,1479401,1084138,42501,151484.1,14740.7,20781.9,20701.9,1107391.6,640826.9,81698.5,339844.2,103903.9,138881.7,2267677.3,1374361.9,86194.5,305502.4,355545.8,459756.6,1177027.4
stearate (18:0),15558634,13743962,23264884,13164798,12243198,11699881,8106104.5,9033098,12560312,13948255,12647566,10489442,11719421,10224096,10360688,13911748,12231117,11933470,14008186,12401163,9895893,11438937,12433017,8226713,15288881,17376344,10346243,11966735,12734113,12489713
stearidonate (18:4n3),44146.9,16057.1,23850.1,13031.8,15941.5,65547.6,10376.5,7106.3,18853.2,8139.1,16258.9,10368.8,8238.3,18018.2,13898.4,8664.8,52166.2,12900.8,20204.3,16164.6,4588.4,24343.6,19738.7,27311.6,88429.6,40022.4,12058,16690.7,33829.6,5773.7
stearoyl sphingomyelin,48024,99329,376634.7,35424,193505,240360.2,225047.6,390381,212997.5,950054.8,53301,291952,216314.3,230257,101308,1069587.1,244749.5,341523,48951,460044.5,30822,363735,213584.9,469992,267813.8,279728,100155,79484,316795.3,161909
stearoylcarnitine,384246.7,1971090.1,69355.8,2199864.5,222995.3,58528,45610,739774.4,116205.9,190293.8,4053772.3,552122.5,1570143.9,89165.2,128731.2,649991.1,305456,1584363.6,149267.9,233318.2,858134.5,91732.5,1186529.6,649106.6,103391.3,172441.3,771625.1,467962.8,162033.3,501365.9
succinate,862927.7,488998.8,989508.4,430238.2,532426.1,94887,42995,225154,721024.6,122154,605562.6,228887,311066.7,61674,130355.1,17308,622585.9,215159,249023,524335.2,743278,394606,245789.2,765513.8,1373511.5,175580,468319.1,334267.1,498175.8,271131.6
succinylcarnitine,20136.5,,201350.2,94264.1,82035.3,20659.4,8588.9,127851.8,68259.2,8852.5,48017.7,17078,46430,12509.5,8190,30463.9,85009.5,16113.8,44952.8,71974.8,566006.7,44311.5,32645.2,266596.6,329730.3,35864.4,79193.2,27388.1,60705.9,52675.6
taurine,242866.1,471937.8,175906.1,278719,341419.2,121666.2,105012,383080.9,461743.2,104361.2,586021.4,378044.5,294490.8,62316,134422.1,539168.6,271224.4,429133.6,422370.5,310821.8,539067.6,322414.6,294443.7,119498,97066.8,407298.3,409767.3,349599.3,130654.3,305929.3
tetraethylene glycol,164096.2,189168.9,220193.6,300441.7,277604.8,118640.9,520377.3,240692.8,310634.9,427914.8,304413.7,367936,168996,337321.6,206127.2,289927.8,425294.1,395287.3,197444.9,435982,525631,458807.6,141015.8,328410,482638.1,391471.1,262589.4,365084.7,360882.6,284760.7
theobromine,123371.6,49721.6,61701.9,145371.4,31397.5,98488.1,74933.4,112444.5,,19475.8,33449.8,,212529.2,135354.4,86600.7,,120637,219117.6,80881.5,18847.8,27028.7,,53055.6,41355.3,38541.9,28072.5,10365.8,27816.7,28249.6,27538.1
thiamin diphosphate,,,,,,,,,,,6737.8,,,,,,,,,,,,,,,,,,,
threonate,206824,195720,402136,318270,375212,259653.6,322938.7,172729.6,287589,302626.9,264140,125321,333457.6,385953.6,342224.8,134944,173243,203485,1586850.1,352266,780192,306642,154001,1079427.5,299810,125186,283773,215488,1527763.1,209115
threonine,7402733,12385377,15073732,11732854,15058906,2023341.9,747210.6,3273854,6330780.5,1845836.3,11682202,2517495.3,5497726.5,1142079.5,1612639.8,6113405,19442212,7950265.5,18188734,9145418,10182350,10948348,11538382,5122571.5,19947284,11210194,11684276,9208586,13501139,7092268.5
threonylleucine,36220.1,93544.3,62491.5,77708.1,84414.1,,,,23497.2,,,15972.5,20878.2,,,70042.6,59080.4,33542.2,92610.4,23915.6,15047.1,28533.9,73669.2,43825.4,217644,27652.3,19971.6,33201,37008.5,33078.7
threonylphenylalanine,11687.5,22370.4,40745,40015.1,36940.8,,,,,9914.1,15481.8,,,,,20322.5,15774.8,94969.5,124751.2,,,,26643,25512.9,60485.3,,,18543,8160.8,
thymidine 5'-monophosphate,3135.9,,,,4421.3,,,,,,7495.3,3728.8,,,,,12050.7,6575,2575.2,,8581.3,5360.1,,17730.1,16006.9,,8424.5,,9165.3,
thymine,10503.8,5315,30596.9,,,33514,14139,40884.8,,,98350.3,23048,9696,,,14380.7,83659,,48360.7,,28332,25308,46999,68749.2,155525.3,96776.2,33777.1,12905,91444.3,
tiglylcarnitine (C5:1-DC),89652.4,,114951.5,47072.4,56401.1,,,22002.3,23894.2,9381.8,50536.9,36584.3,16237,10869.6,,32815,62681.4,53817.2,32767.6,20474.1,36115.2,9628.2,84848.6,38843.4,24838,37753.5,62480.8,12087.4,33403.6,50412.2
triethyleneglycol,142271.1,238829.1,277038.3,282086.7,375650.9,134649.4,524849.1,258855.1,353476.4,404583.8,397969,309324.1,173935.5,351049.8,224168.7,270286.8,572399.4,378120.9,221084.6,433216.8,656103.4,515366.1,187888.6,342306.2,473107,472982.4,299644.4,474038.1,400672.7,335039.8
tryptophan,3089056.3,4082988,3962135.3,2926778.5,4448307,1453891.5,1753968.9,1517976.6,2379530,1156633.3,2781656.3,1126149.8,2244668.3,2774854.5,1417696.1,1710594.1,2961391.8,2145369,4951256,2276393.8,2111120.5,1962213.9,3707716.5,1596115.1,6189776,1793466,2182677.5,2496086.3,2725551,2579434.3
tryptophan betaine ,469655.1,463107.4,,432023,330865.1,140740.9,84394.7,168326.8,717366.1,11649.9,945919.1,91507.1,45836.3,381363.6,137839.8,287248.5,288706.2,87523.6,316062.3,275034.6,291034,55388.6,144286.2,122614.5,250037.5,22721.1,330920,79507.1,354728.1,77586.9
tyrosine,3797358,4808812,4995902,3791804.8,5843710,1895933.8,931741.8,2164092.5,2816705,1534516.5,3892558,1719227.1,3052923.5,1552855.5,1444000.9,2590811,4828237,3001831.8,5763967.5,3989619.5,2318103.5,2951485.5,5717755.5,2547910.8,7430719.5,3821362.8,3958603,4517677,4017436.5,4178276.5
UDP-glucose (isobar with UDP-galactose),38922,11342.3,78496.4,58906.8,112767.2,5218.3,2387.4,52274.4,7342.3,,149651.2,79377.6,11756.7,,,22934.4,71456.3,96681.5,109464.5,77416,180548.7,148308.9,19943,201451.8,136305.4,,79080.4,15158,82313,5461.1
UDP-glucuronate,41878.7,25484.9,296980.1,72400.5,61954.9,,,9746.6,9906.8,,459089.1,13272.5,3992.2,,,10731.9,90557.3,95858.3,101991.8,44262.2,264374.8,94480.9,25078.3,79179.4,97447,15683.9,52598.6,16600.8,75237.9,4949.7
undecanedioate,,6777,2698.9,2469.2,,2363.8,1352.9,1736,2518.3,3070.4,,1995.1,2263.2,3211.1,3404.7,3552.1,1837.6,2814.3,2589.1,2311.9,,1965.7,2382,2875.1,2623.6,3935.7,,,3127.2,2285.4
uracil,1721570.5,2433929.3,7447204.5,2502700,2004076.6,180633.4,116083.8,410860.6,1234633.4,162075.9,7421539,420821.4,927634.3,173344.9,182434.3,861468.7,3709098.8,1410659.5,3344275,1272461.8,2381552,2832654,4183575.8,2430310,5034058,8059156,2782714.8,2808484.5,2665999,1088243.4
urate,276890,245598.1,118876.7,287479.2,270801.8,260421.5,279643.2,216424.2,261001.3,309372.1,170850.4,366804.4,406620.4,385211.6,336051.2,130156.1,277577,153423.3,183972.5,388516.2,89962,126898.1,165495.2,244038.8,129039.5,197825.5,204489.6,234272.1,190307.6,227248.2
urea,4056912.8,3233969.8,5602568.5,3416628.3,2207874,1218626.1,1382156.1,1568722.3,4684829,1511045.1,7069524,1587347.4,9661885,3559783.8,2226167.3,2403971.5,6059689,2890524,7515524,9114546,4749058.5,2626004.3,3746324.3,7130854.5,6864543.5,6246646,7354543.5,1592983.3,3830527.5,1971228.8
uridine,434966.6,567269.2,813616.5,559671.7,520699.6,237459.1,183246.8,472569.9,356103,300258.6,802218.6,271770,448425.7,209826.2,263556.7,705440.5,724194.3,503525.8,625219.3,579922.3,530901.2,481555.9,491648.9,418488.6,1119798,1041646.9,407682.5,405798.3,763675.2,624395.6
uridine 5'-triphosphate (UTP),,,,9501.8,14416.8,,,,,,23194.4,,,,,,,31947.4,,,37375.3,9981.2,,84492.8,8188.3,,5396.8,,12359.6,
uridine monophosphate (5' or 3'),181768.2,33559.6,6686.7,131489.1,179654.4,,5885.8,94722.8,56010.8,,217188.9,123589.3,31586.1,,7978.8,56346.6,182096.2,150628.4,279929.5,170572.4,228069.7,284062.8,106185,433659,524956.1,21290.3,227530.3,116980,104420,8895.8
valerate,,,,,,,,3592.7,,,1372.5,3915.4,,,10185.6,6652,,,,,,,,,,,,,,3182.7
valerylcarnitine,205449.2,26212.2,75754.4,36091.3,67313,,,22052.1,24033.6,,76455.2,36997.4,9633.7,,,31501,96386.9,34293.4,63868.2,28928.6,39612.1,11897.9,27192.3,,81847.7,34668.1,104377.6,29726.4,65465.4,15025.3
valine,5469694,7046207,6670903.5,5177712.5,5702562,2501116.5,1646496,2730680.3,3974303.8,2055090,6587789,2408176.5,4982306.5,3236937.8,2366165,3397621.5,6720243,3387162.5,7094334,4646247,3540076.8,3920379,6949912.5,3846229,9025198,5662722.5,5279588,5456361,5608259,4461599
valylasparagine,7688.1,11058.1,,7993.3,13004.5,,,3946.8,2686.9,,14378.9,,,,,4675.6,10065.7,3678.1,7314.2,3501.1,3131.8,9879.2,14449.2,5517.1,23460,7875,4758.4,4182.2,4158.8,
valylglycine,12237.5,31380.5,7555,18314.9,22255.3,,,6314.5,4158.7,,20004.1,3456.7,,,,16990.9,22842.6,6464.3,37639.7,7194.5,8119.8,12439.4,28966.7,9582.5,50381.9,14732.4,15037.2,13103.7,11748.1,4069.6
valylphenylalanine,7215.1,9954.9,,9663.6,14391,,,,,,7180,,,,,9159.7,4107.9,,11329.7,,,3380.7,10107.2,,37743,2713.6,3286.1,3441.6,,
valylserine,12449.7,30178.9,,19492.8,26659.3,,,6036.1,7872.7,,16587.4,3098.1,5226.1,,,11000.9,12174.1,8261.8,20198.8,6282.3,4906.6,7218.3,19245,6815.3,35306.9,8014.6,11940.1,11985.8,6081.4,
valylvaline,7061,9903.6,,8990.5,13676,,,1480.8,,,11047.8,1441.2,3490.7,,,6975.4,6518.1,5286.7,20960.2,3056.8,3658.5,4297.9,8813.3,3284,23131.8,8597.5,7433.8,5339.3,6739.6,
VGAHAGEYGAEALER*,,3747.4,,,81313.2,3614.5,,5895.6,,,,,2419.2,,,2366.3,,,15046.6,3373.1,,,4515.8,,,,2717.8,,10135.6,
xanthine,44442.6,142856.7,56427.9,43144.6,103961.5,73509.5,16945.4,10169.9,37199.3,58135.7,283582.8,13779.6,54465.9,75336.9,73937.1,16824,168755.3,29812,23198.4,51018.4,28973.1,27046.3,68052.8,62866,127349.9,20348.8,12254.6,27892.7,22678.7,35198.4
xanthosine,4405.7,8049.7,119973.5,6285.7,8865.2,4111.6,,,,5057.1,8008.5,,12847.3,1924.4,8782,8308.1,5327.2,14017,4884.5,7273.3,9715.9,,7937.6,3902.9,14796.7,6614,4315.4,,23439.6,17507.1
xylitol,56289,124106.8,46211.6,86607.4,112665.5,9203,14693,33191.3,33452,23484,80575.8,24483,31550.5,,,73196.2,63736.3,70707.7,431002.8,,174994.3,104226,70839.3,33506.4,103195.9,61086.3,101714.5,65375.3,67567.1,26185
xylulose,,11541.9,7924,6300,13507.2,,10404,,6283.2,,,,10563,8733.8,3028,,63596,11157,12198,39649,20818,132435.5,7394,,25378,83997.1,28167,61146.6,33336.5,18623